Car Name,Car Price,Car Mileage,Exterior Color,Interior Color,Drivetrain,Fuel Type,Transmission,Engine,VIN,TimeStamp,Source
2020 Audi Q5 40 Premium Plus,"$31,000","64,475 mi.",Florett Silver Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1BNAFY3L2007301,2023-04-30 12:23:24.599563,Cars.com
2023 Kia Seltos S,"$27,135",12 mi.,Cherry Black,Black,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,KNDEUCAA0P7440563,2023-04-30 12:23:27.790452,Cars.com
2019 Honda Pilot ,"$28,895","52,401 mi.",Deep Scarlet Pearl,Beige,–,–,6 Speed Automatic,–,5FNYF6H38KB075116,2023-04-30 12:23:31.194433,Cars.com
2021 Mazda CX-5 Touring,"$25,149","39,554 mi.",Jet Black Mica,Black,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V,JM3KFBCM3M1319014,2023-04-30 12:23:34.496500,Cars.com
2023 Jeep Grand Cherokee L Altitude,"$54,070",6 mi.,Bright White Clearcoat,Global Black,Four-wheel Drive,Gasoline,Automatic,"Pentastar 3.6L V-6 DOHC, variable valve control, engine with 293",1C4RJKAG0P8799740,2023-04-30 12:23:37.968656,Cars.com
2017 Lincoln MKZ Reserve,"$22,995","70,871 mi.",Magnetic Gray Metallic,Ebony,All-wheel Drive,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3LN6L5F91HR628080,2023-04-30 12:23:40.973367,Cars.com
2018 BMW M240 i xDrive,"$37,090","40,816 mi.",Alpine White,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA2N3C50JVC29320,2023-04-30 12:23:44.301297,Cars.com
2021 Nissan Titan SV,"$39,790","18,979 mi.",Red Alert,Black,Four-wheel Drive,Gasoline,9-Speed Automatic,5.6L V8 32V GDI DOHC,1N6AA1EDXMN502779,2023-04-30 12:23:47.816885,Cars.com
2017 MINI Convertible John Cooper Works,"$31,950","25,963 mi.",Chili Pepper Red,Carbon Black,Front-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,WMWWH9C33H3A78621,2023-04-30 12:23:50.859625,Cars.com
2023 MINI Convertible Cooper,"$35,045",5 mi.,Chili Pepper Red,Carbon Black,Front-wheel Drive,Gasoline,7-Speed Automatic,1.5L I3 12V GDI DOHC Turbo,WMW23DL0XP3R13759,2023-04-30 12:23:55.230561,Cars.com
2022 Kia Telluride S,"$42,951","17,378 mi.",Everlasting Silver,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP6DHC3NG202545,2023-04-30 12:23:58.281476,Cars.com
2023 Chevrolet Silverado 2500 WT,"$49,603",3 mi.,Summit White,Jet Black,Four-wheel Drive,Gasoline,Automatic,"6.6L V-8 gasoline direct injection, variable valve control, engi",1GC2YLE79PF237800,2023-04-30 12:24:01.129532,Cars.com
2023 Jeep Grand Cherokee L Overland,"$65,430",7 mi.,Bright White Clearcoat,Global Black,Four-wheel Drive,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1C4RJKDG2P8739454,2023-04-30 12:24:04.862976,Cars.com
2022 Ford Bronco Big Bend,"$51,990","1,813 mi.",Area 51,Dark Space Gray,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMDE5BH0NLB89625,2023-04-30 12:24:07.709014,Cars.com
2017 Mazda CX-5 Touring,"$15,935","139,403 mi.",Machine Gray Metallic,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V,JM3KFACL1H0111579,2023-04-30 12:24:10.298432,Cars.com
2023 Buick Enclave Avenir,"$59,142",12 mi.,Ebony Twilight Metallic,Ebony,All-wheel Drive,Gasoline,Automatic,3.6L V6 24V GDI DOHC,5GAEVCKW0PJ221131,2023-04-30 12:24:12.418416,Cars.com
2022 Tesla Model 3 Performance,"$47,000","26,017 mi.",Black,–,All-wheel Drive,Electric,Automatic,Electric,5YJ3E1EC8NF203332,2023-04-30 12:24:14.795132,Cars.com
2021 Buick Enclave Essence,"$29,995","59,364 mi.",Red Quartz Tintcoat,Shale,Front-wheel Drive,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,5GAERBKW0MJ114414,2023-04-30 12:24:17.653464,Cars.com
2018 Mercedes-Benz C-Class C 300 4MATIC,"$26,995","31,382 mi.",Black,Black,All-wheel Drive,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55SWF4KB6JU257907,2023-04-30 12:24:20.945840,Cars.com
2018 Lincoln MKZ Reserve,"$25,106","45,318 mi.",Black Velvet,Ebony,Front-wheel Drive,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3LN6L5E96JR623643,2023-04-30 12:24:26.375323,Cars.com
2021 Mazda CX-5 Touring,"$25,445","47,175 mi.",Machine Gray Metallic,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V,JM3KFACM4M1328511,2023-04-30 12:24:29.989022,Cars.com
2020 Audi Q5 45 Premium,"$28,364","64,310 mi.",Florett Silver Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1ANAFY4L2055594,2023-04-30 12:24:33.762244,Cars.com
2023 Land Rover Defender Carpathian Edition,"$131,550",174 mi.,Carpathian Grey,Ebony,Four-wheel Drive,Gasoline,Automatic,5.0L V8 32V GDI DOHC Supercharged,SALEWEEE3P2148124,2023-04-30 12:24:36.736542,Cars.com
2022 Audi Q5 45 S line Premium Plus,"$44,888","12,075 mi.",Navarra Blue Metallic,Black,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,WA1EAAFY5N2081086,2023-04-30 12:24:40.730390,Cars.com
2019 Lincoln MKZ Reserve I,"$23,500","76,261 mi.",Infinite Black Metallic,Cappuccino,Front-wheel Drive,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,",3LN6L5C93KR634605,2023-04-30 12:24:43.459057,Cars.com
2019 Volvo XC90 T6 Momentum,"$37,995","44,593 mi.",Crystal White Pearl Metallic,Charcoal,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22PK3K1421884,2023-04-30 12:24:47.116443,Cars.com
2020 MINI Convertible Cooper S,"$33,995","36,856 mi.",Aqua Blue Metallic,Carbon Black,Front-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WMWWJ5C01L3L29533,2023-04-30 12:24:50.693178,Cars.com
2015 MINI Hardtop Cooper,"$11,723","105,924 mi.",Electric Blue Metallic,Black Pearl,Front-wheel Drive,Gasoline,6-Speed Automatic,1.5L I3 12V GDI DOHC Turbo,WMWXS5C58FT832218,2023-04-30 12:24:54.086011,Cars.com
2018 Ford F-150 XLT,"$32,900","56,177 mi.",Lightning Blue,Medium Earth Gray,Four-wheel Drive,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,1FTEW1EP4JFC26539,2023-04-30 12:24:57.568572,Cars.com
2023 Chevrolet Silverado 3500 WT,"$46,878",15 mi.,Summit White,Jet Black,Rear-wheel Drive,Gasoline,Automatic,"6.6L V-8 gasoline direct injection, variable valve control, engi",1GB5WRE74PF172932,2023-04-30 12:25:00.312689,Cars.com
2020 Mazda CX-5 Grand Touring,"$22,755","68,048 mi.",Jet Black Mica,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V,JM3KFADM3L0733570,2023-04-30 12:25:03.331197,Cars.com
2023 Chevrolet Silverado 1500 ZR2,"$70,535",1 mi.,Black,Jet Black,Four-wheel Drive,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,3GCUDHEL6PG221289,2023-04-30 12:25:06.909599,Cars.com
2020 Lincoln Navigator Reserve,"$53,688","74,696 mi.",Black,Ebony,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,5LMJJ2LTXLEL09669,2023-04-30 12:25:09.739640,Cars.com
2021 Buick Enclave Avenir,"$41,465","41,543 mi.",Ebony Twilight Metallic,Ebony,All-wheel Drive,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,5GAEVCKW0MJ137578,2023-04-30 12:25:13.393439,Cars.com
2021 Hyundai Sonata SEL,"$24,877","23,889 mi.",Portofino Gray,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,KMHL14JA8MA158574,2023-04-30 12:25:15.641912,Cars.com
2023 RAM 2500 Big Horn,"$56,410",1 mi.,Bright White Clearcoat,Black,Four-wheel Drive,Gasoline,Automatic,6.4L V8 16V MPFI OHV,3C6UR5DJ6PG530378,2023-04-30 12:25:18.308371,Cars.com
2022 Ford Bronco Black Diamond,"$59,918",460 mi.,Iconic Silver Metallic,Medium Sandstone,Four-wheel Drive,Gasoline,7-Speed Manual,2.3L I4 16V GDI DOHC Turbo,1FMDE5BH2NLB46615,2023-04-30 12:25:20.438126,Cars.com
2023 Jeep Wagoneer L Series III,"$76,860",39 mi.,Diamond Black,Global Black,Four-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Twin Turbo,1C4SJSDP6PS503197,2023-04-30 12:25:22.602401,Cars.com
2018 Volkswagen Golf SportWagen TSI S,"$18,495","63,560 mi.",Night Blue Metallic,Beige,Front-wheel Drive,Gasoline,6-Speed Automatic,1.8L I4 16V GDI DOHC Turbo,3VWD17AU7JM765954,2023-04-30 12:25:24.999011,Cars.com
2022 Ford Bronco Sport Big Bend,"$32,000","16,058 mi.",Velocity Blue Metallic,Ebony,Four-wheel Drive,Gasoline,8-Speed Automatic,1.5L I3 12V PDI DOHC Turbo,3FMCR9B66NRD39910,2023-04-30 12:25:31.400680,Cars.com
2023 Ford F-150 XLT,"$60,450",–,Avalanche,Black,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FTFW1E82PFA51021,2023-04-30 12:25:34.634371,Cars.com
2022 RAM 2500 Tradesman,"$60,320",11 mi.,Bright White Clearcoat,Black,Four-wheel Drive,Diesel,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel,3C6UR5CLXNG387726,2023-04-30 12:25:37.057909,Cars.com
2021 Subaru Ascent Touring 7-Passenger,"$38,512","34,428 mi.",Crystal Black Silica,Black,All-wheel Drive,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMARD2M3463249,2023-04-30 12:25:39.733157,Cars.com
2022 Audi Q5 40 Premium Plus,"$44,900","12,065 mi.",Florett Silver Metallic,Okapi Brown,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,WA1BBAFY7N2107347,2023-04-30 12:25:42.306527,Cars.com
2021 Ford Bronco Outer Banks Advanced,"$51,500","24,999 mi.",Shadow Black,Roast,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMDE5DH4MLA64803,2023-04-30 12:25:46.419514,Cars.com
2022 Ford Bronco Badlands Advanced,"$62,990","3,064 mi.",Shadow Black,Black Onyx,Four-wheel Drive,Gasoline,10-Speed Automatic,2.7L V6 24V GDI DOHC Turbo,1FMDE5CP4NLB31846,2023-04-30 12:25:48.910669,Cars.com
2018 Audi TT RS 2.5T,"$59,999","8,937 mi.",Mythos Black Metallic,Black / Red,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.5L I5 20V PDI DOHC Turbo,WUACSAFV7J1900411,2023-04-30 12:25:51.240452,Cars.com
2021 Mazda CX-5 Touring,"$26,000","40,894 mi.",Sonic Silver Metallic,Black,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBCM1M1344171,2023-04-30 12:25:53.593235,Cars.com
2021 Mazda CX-5 Carbon Edition Turbo,"$31,754","23,779 mi.",Polymetal Gray Metallic,Red,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,JM3KFBCY9M0445693,2023-04-30 12:25:55.832964,Cars.com
2018 Mazda CX-5 Sport,"$22,955","34,390 mi.",Soul Red Crystal Metallic,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFABM5J0437479,2023-04-30 12:25:59.639928,Cars.com
2023 Genesis G70 3.3T,"$53,095",10 mi.,Savile Silver,Obsidian Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.3L V6 24V GDI DOHC Twin Turbo,KMTG54TE3PU117803,2023-04-30 12:26:03.438382,Cars.com
2023 Honda Ridgeline RTL,"$43,125",–,Obsidian Blue Pearl,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F53PB034972,2023-04-30 12:26:05.451280,Cars.com
2023 Kia Seltos SX,"$29,727","7,283 mi.",Neptune Blue,Black,All-wheel Drive,Gasoline,7-Speed Automatic,1.6L I4 16V GDI DOHC Turbo,KNDETCA2XP7367990,2023-04-30 12:26:09.134345,Cars.com
2020 Volkswagen Atlas 3.6L SE,"$36,647","21,775 mi.",Platinum Gray Metallic,Titan Black,Front-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2DR2CA8LC504417,2023-04-30 12:26:12.546356,Cars.com
2023 Nissan Altima 2.5 SR,"$33,460",5 mi.,White,Sport,Front-wheel Drive,Gasoline,Automatic CVT,2.5L I4 16V GDI DOHC,1N4BL4CV2PN382999,2023-04-30 12:26:14.548311,Cars.com
2022 Kia Soul Turbo,"$25,987","2,773 mi.",Gravity Gray,Black / Gray,Front-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,1.6L I4 16V GDI DOHC Turbo,KNDJ53AFXN7838268,2023-04-30 12:26:18.819485,Cars.com
2021 Ford Bronco Badlands,"$63,995","5,264 mi.",Cyber Orange Metallic Tricoat,Black Onyx,Four-wheel Drive,Gasoline,10-Speed Automatic,2.7L V6 24V GDI DOHC Turbo,1FMEE5DP2MLA96435,2023-04-30 12:26:22.643299,Cars.com
2023 Ford F-150 Lightning Platinum,"$95,729",–,Oxford White,Space Gray,All-wheel Drive,Electric,SINGLE SPEED,Electric,1FT6W1EV4PWG07156,2023-04-30 12:26:25.947678,Cars.com
2023 GMC Canyon AT4,"$52,910",1 mi.,Desert Sand Metallic,Jet Black,Four-wheel Drive,Gasoline,Automatic,2.7L I4 16V GDI DOHC Turbo,1GTP6DEK4P1154391,2023-04-30 12:26:28.013749,Cars.com
2023 Ford F-150 Lightning ,"$88,154",–,Gray,Black,All-wheel Drive,Electric,Automatic,Electric,1FT6W1EV0PWG06005,2023-04-30 12:26:37.199357,Cars.com
2020 Nissan Murano SV Intelligent AWD,"$29,900","41,382 mi.",Pearl White Tricoat,Cashmere,All-wheel Drive,Gasoline,CVT with Xtronic,"3.5L V-6 DOHC, variable valve control, engine with 260HP",5N1AZ2BS4LN160700,2023-04-30 12:26:41.343228,Cars.com
2021 Mazda CX-5 Carbon Edition Turbo,"$33,998","20,412 mi.",Polymetal Gray Metallic,Red,AWD,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,JM3KFBCY7M0370329,2023-04-30 12:26:44.182472,Cars.com
2022 RAM 2500 Laramie,"$83,670",20 mi.,Bright White Clearcoat,Black,Four-wheel Drive,Diesel,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel,3C6UR5FLXNG393604,2023-04-30 12:26:48.357225,Cars.com
2021 Honda Accord Hybrid EX,"$33,998","27,647 mi.",White,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F41MA013075,2023-04-30 12:26:50.567918,Cars.com
2023 Mazda CX-5 Signature,"$36,994","3,006 mi.",Machine Gray Metallic,Caturra Brown,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V,JM3KFBXY7P0112276,2023-04-30 12:26:54.032627,Cars.com
2022 Audi Q5 45 S line quattro Premium,"$45,242","12,253 mi.",Florett Silver Metallic,Okapi Brown,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,WA1GAAFY6N2062345,2023-04-30 12:26:56.950644,Cars.com
2023 Jeep Grand Cherokee Limited,"$64,150",14 mi.,Silver Zynith,Global Black,Four-wheel Drive,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, intercooled turbo, engin",1C4RJYB60PC596062,2023-04-30 12:26:59.264996,Cars.com
2022 Hyundai Santa Fe HEV Limited,"$39,779","9,931 mi.",Twilight Black,Beige,All-wheel Drive,Hybrid,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid,KM8S5DA19NU036564,2023-04-30 12:27:02.934627,Cars.com
2021 RAM 2500 Lone Star Regular Cab 4x4 8' Box,"$48,497","41,812 mi.",Maximum Steel Metallic Clearcoat,Diesel Gray/Black,Four-wheel Drive,Gasoline,Automatic,"HEMI 6.4L V-8 VVT variable valve control, engine with cylinder d",3C6UR5DJ1MG653033,2023-04-30 12:27:06.850766,Cars.com
2020 Mazda CX-5 Touring,"$24,500","43,671 mi.",Sonic Silver Metallic,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFACM9L0791538,2023-04-30 12:27:08.919266,Cars.com
2012 Audi A3 2.0 TDI Premium,"$19,950","59,616 mi.",Monza Silver Metallic,Black,Front-wheel Drive,Diesel,6-Speed Automatic with Auto-Shift,2.0L I4 16V DDI DOHC Turbo Diesel,WAUBJAFM7CA094816,2023-04-30 12:27:12.975238,Cars.com
2020 Volvo V60 Cross Country T5,"$33,990","39,290 mi.",Crystal White Pearl Metallic,Blond,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,YV4102WK8L1039472,2023-04-30 12:27:16.300230,Cars.com
2022 Hyundai Santa Fe HEV Blue,"$36,950","5,848 mi.",Portofino Gray,Black,All-wheel Drive,Hybrid,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid,KM8S2DA12NU044465,2023-04-30 12:27:20.020377,Cars.com
2023 Jeep Wrangler Sahara,"$53,669","1,253 mi.",Bright White Clearcoat,Steel Gray,Four-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1C4HJXEN6PW519008,2023-04-30 12:27:22.555401,Cars.com
2019 INFINITI QX80 Luxe,"$43,000","41,027 mi.",Black Obsidian,Graphite / Stone,All-wheel Drive,Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,JN8AZ2NE9K9235882,2023-04-30 12:27:25.499229,Cars.com
2023 Ford F-350 XLT,"$62,985",6 mi.,Iconic Silver Metallic,Medium Dark Slate,Four-wheel Drive,Gasoline,10-Speed Automatic,7.3L V8 16V MPFI OHV,1FT8X3BN9PEC05080,2023-04-30 12:27:29.252220,Cars.com
2021 Ford Bronco First Edition,"$70,500","3,368 mi.",Green,Dark Space Gray,Four-wheel Drive,Gasoline,10-Speed Automatic,2.7L V6 24V GDI DOHC Turbo,1FMDE5FP6MLA20337,2023-04-30 12:27:32.026917,Cars.com
2023 Honda CR-V EX-L,"$36,505",–,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H74PH400389,2023-04-30 12:27:34.619625,Cars.com
2021 Ford Bronco First Edition,"$70,995","8,407 mi.",Cyber Orange Metallic Tricoat,Black Onyx,Four-wheel Drive,Gasoline,10-Speed Automatic,2.7L V6 24V GDI DOHC Turbo,1FMEE5EP9MLA40412,2023-04-30 12:27:37.704374,Cars.com
2023 Ford F-150 Lightning LARIAT,"$90,174",1 mi.,Azure Gray Metallic,Medium Dark Slate,AWD,Electric,SINGLE SPEED,Electric,1FTVW1EV2PWG09466,2023-04-30 12:27:45.642692,Cars.com
2023 Nissan Armada SL 4WD,"$62,180",0 mi.,Aspen White Tricoat,Midnight Edition,Four-wheel Drive,Gasoline,7-Speed Automatic,"Endurance 5.6L V-8 gasoline direct injection, DOHC, variable val",JN8AY2BB1P9831007,2023-04-30 12:27:48.185777,Cars.com
2023 Toyota Highlander XLE,"$46,233",–,Wind Chill Pearl,Beige,AWD,Gasoline,Automatic,2.4L I4 16V PDI DOHC Turbo,5TDKDRBH1PS036498,2023-04-30 12:27:51.512908,Cars.com
2021 Mazda CX-5 Carbon Edition Turbo,"$34,397","10,170 mi.",Polymetal Gray Metallic,Red,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,JM3KFBCY6M0466307,2023-04-30 12:27:53.730329,Cars.com
2022 Kia Telluride SX,"$52,000","14,351 mi.",Wolf Gray,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP5DHC9NG222396,2023-04-30 12:27:57.630013,Cars.com
2023 Kia Stinger GT2,"$55,420",17 mi.,Micro Blue,Black,All-wheel Drive,Gasoline,Automatic,"LAMBDA II 3.3L V-6 gasoline direct injection, DOHC, D-CVVT varia",KNAE55LC9P6128638,2023-04-30 12:28:00.408104,Cars.com
2014 Volkswagen Jetta GLI Edition 30,"$19,950","37,539 mi.",Deep Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,3VW4S7AJXEM312548,2023-04-30 12:28:02.868511,Cars.com
2022 Chevrolet Tahoe High Country,"$71,150","34,213 mi.",Iridescent Pearl Tricoat,Jet Black,Four-wheel Drive,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GNSKTKL1NR105412,2023-04-30 12:28:06.909195,Cars.com
2023 RAM 2500 Tradesman,"$56,810",5 mi.,Bright White Clearcoat,Black,Four-wheel Drive,Gasoline,Automatic,6.4L V8 16V MPFI OHV,3C6UR5CJ9PG588065,2023-04-30 12:28:10.883170,Cars.com
2023 Hyundai Tucson XRT,"$36,920",11 mi.,Shimmering Silver,Black,All-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC,KM8JFCAE0PU218730,2023-04-30 12:28:14.270240,Cars.com
2022 Volkswagen Atlas 3.6L SE w/Technology,"$41,758","6,151 mi.",Deep Black Pearl Effect,Titan Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2HR2CA0NC561621,2023-04-30 12:28:18.384205,Cars.com
2020 Ferrari F8 Tributo Base,"$369,990","8,915 mi.",Blu Tour De France Metallic,Blu Sterling,Rear-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,3.9L V8 32V GDI DOHC Twin Turbo,ZFF92LLA9L0258532,2023-04-30 12:28:21.658533,Cars.com
2023 Ford Transit-350 Base,"$63,935",7 mi.,Oxford White,Ebony,Rear-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FTBW3XG7PKA91276,2023-04-30 12:28:24.402276,Cars.com
2023 Kia Stinger GT2,"$55,935",10 mi.,HiChroma Red,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.3L V6 24V GDI DOHC Twin Turbo,KNAE55LCXP6131435,2023-04-30 12:28:28.691465,Cars.com
2019 Mazda CX-5 Touring,"$25,158","29,664 mi.",Deep Crystal Blue Mica,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFACM6K1641072,2023-04-30 12:28:32.535162,Cars.com
2020 Nissan Kicks SV,"$23,331","28,759 mi.",Cayenne Red / Super Black,Charcoal,Front-wheel Drive,Gasoline,Automatic CVT,1.6L I4 16V MPFI DOHC,3N1CP5CVXLL524182,2023-04-30 12:28:35.262367,Cars.com
2019 Hyundai Sonata SE,"$20,337","49,257 mi.",Electric Blue,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,5NPE24AF1KH763547,2023-04-30 12:28:39.040609,Cars.com
2023 RAM 2500 Tradesman,"$62,090",1 mi.,Bright White Clearcoat,Black,Four-wheel Drive,Diesel,Automatic,6.7L I6 24V DDI OHV Turbo Diesel,3C6UR5CL1PG504810,2023-04-30 12:28:41.580998,Cars.com
2021 Mercedes-Benz E-Class E 350 4MATIC,"$50,340","12,897 mi.",Black,Black,All-wheel Drive,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1KZF8EB5MA896252,2023-04-30 12:28:45.506141,Cars.com
2023 Chevrolet Traverse Premier,"$51,805",4 mi.,Sterling Gray Metallic,Jet Black,All-wheel Drive,Gasoline,Automatic,3.6L V6 24V GDI DOHC,1GNEVKKW6PJ235390,2023-04-30 12:28:48.737173,Cars.com
2023 Nissan Pathfinder Rock Creek 4WD,"$45,710",0 mi.,Scarlet Ember Tintcoat/Super Black,Charcoal,Four-wheel Drive,Gasoline,9-Speed Automatic,"3.5L V-6 gasoline direct injection, DOHC, variable valve control",5N1DR3BD8PC260465,2023-04-30 12:28:56.536125,Cars.com
2023 Hyundai Tucson XRT,"$35,715",–,Shimmering Silver,Black,All-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC,KM8JFCAE7PU226906,2023-04-30 12:29:00.312870,Cars.com
2023 Chrysler Pacifica Touring-L,"$40,065",18 mi.,Granite Crystal Clearcoat Metallic,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.6L V6 24V MPFI DOHC,2C4RC1BG9PR507915,2023-04-30 12:29:02.918988,Cars.com
2023 Kia Stinger GT2,"$53,127",10 mi.,HiChroma Red,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.3L V6 24V GDI DOHC Twin Turbo,KNAE55LC4P6127185,2023-04-30 12:29:06.814523,Cars.com
2023 Honda Accord Hybrid Touring,"$39,440",–,Platinum White Pearl,Gray,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,1HGCY2F88PA027547,2023-04-30 12:29:09.748081,Cars.com
2020 Lincoln Navigator Reserve,"$71,564","33,179 mi.",Rhapsody Blue,Ebony,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,5LMJJ2LTXLEL14113,2023-04-30 12:29:12.572323,Cars.com
2018 BMW 430 i xDrive,"$31,000","30,574 mi.",Mineral Gray Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA4W5C52JAE43170,2023-04-30 12:29:16.009696,Cars.com
2023 Nissan Titan Platinum Reserve,"$62,126",10 mi.,White,Beige,Four-wheel Drive,Gasoline,Automatic,5.6L V8 32V GDI DOHC,1N6AA1ED3PN107198,2023-04-30 12:29:18.012790,Cars.com
2018 Aston Martin DB11 V12,"$139,900","18,879 mi.",Magnetic Silver,Tan,Rear-wheel Drive,Gasoline,8-Speed Automatic,5.2L V12 48V GDI DOHC Twin Turbo,SCFRMFAV4JGL03723,2023-04-30 12:29:20.015521,Cars.com
2023 Jeep Renegade Limited,"$37,035",12 mi.,Alpine White Clearcoat,Black,Four-wheel Drive,Gasoline,Automatic,"1.3L I-4 gasoline direct injection, Multiair variable valve cont",ZACNJDD16PPP21213,2023-04-30 12:29:22.861804,Cars.com
2021 Porsche Cayenne GTS,"$104,976","32,184 mi.",Jet Black Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,WP1AG2AY4MDA33810,2023-04-30 12:29:26.881363,Cars.com
